source,target,edge_type,evidence,config_gates,confidence,detail
test/web_api/test_sse_gateway.py::test_sse_snapshot_and_handshake_ordering,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:531,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:549,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::wait_until_subscribed,EXECUTOR_CALLBACK,test/web_api/test_sse_gateway.py:551,,MEDIUM,wait_until_subscribed
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:559,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:568,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:572,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:595,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::wait_until_subscribed,EXECUTOR_CALLBACK,test/web_api/test_sse_gateway.py:597,,MEDIUM,wait_until_subscribed
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:608,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:612,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_terminal_via_publisher,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:650,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_via_publisher,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:660,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_via_publisher,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:678,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:697,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::wait_until_subscribed,EXECUTOR_CALLBACK,test/web_api/test_sse_gateway.py:699,,MEDIUM,wait_until_subscribed
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:708,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:717,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:724,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_terminal_duplicate_delivery_is_idempotent,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:743,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_duplicate_delivery_is_idempotent,test/web_api/test_sse_gateway.py::wait_until_subscribed,EXECUTOR_CALLBACK,test/web_api/test_sse_gateway.py:749,,MEDIUM,wait_until_subscribed
test/web_api/test_sse_gateway.py::test_sse_terminal_duplicate_delivery_is_idempotent,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:757,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_terminal_duplicate_delivery_is_idempotent,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:762,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::test_sse_auth_expired_on_keepalive,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:791,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_auth_expired_on_keepalive,test/web_api/test_sse_gateway.py::StreamReader.expect,CALL,test/web_api/test_sse_gateway.py:792,,MEDIUM,reader.expect
test/web_api/test_sse_gateway.py::test_sse_auth_expired_on_keepalive,test/web_api/test_sse_gateway.py::StreamReader.close,CALL,test/web_api/test_sse_gateway.py:797,,MEDIUM,reader.close
test/web_api/test_sse_gateway.py::collect_sse,test/web_api/test_sse_gateway.py::parse_sse_frame,CALL,test/web_api/test_sse_gateway.py:235,line == '' && current,HIGH,parse_sse_frame
test/web_api/test_sse_gateway.py::StreamReader._drain,test/web_api/test_sse_gateway.py::parse_sse_frame,CALL,test/web_api/test_sse_gateway.py:255,,HIGH,parse_sse_frame
test/web_api/test_sse_gateway.py::StreamReader.expect,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:269,,MEDIUM,self.next
test/web_api/test_sse_gateway.py::StreamReader.drain,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:278,,MEDIUM,self.next
test/web_api/test_sse_gateway.py::test_sse_snapshot_and_handshake_ordering,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:498,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_snapshot_and_handshake_ordering,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:511,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_snapshot_and_handshake_ordering,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:522,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:554,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:563,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_stream_id_change_degrades_sequence_gap,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:570,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:610,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::test_sse_terminal_via_publisher,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:676,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:703,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::test_sse_terminal_snapshot_overrides_deltas,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:722,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::test_sse_terminal_duplicate_delivery_is_idempotent,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:760,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::test_sse_auth_expired_on_keepalive,test/web_api/test_sse_gateway.py::StreamReader.next,CALL,test/web_api/test_sse_gateway.py:795,,MEDIUM,reader.next
test/web_api/test_sse_gateway.py::create_running_run,test/web_api/test_sse_gateway.py::command_headers,CALL,test/web_api/test_sse_gateway.py:70,,HIGH,command_headers
test/web_api/test_sse_gateway.py::test_sse_http_fake_executor_streams_online_events_then_terminal,test/web_api/test_sse_gateway.py::command_headers,CALL,test/web_api/test_sse_gateway.py:394,,HIGH,command_headers
test/web_api/test_sse_gateway.py::test_sse_handshake_buffer_overflow_degrades,test/web_api/test_sse_gateway.py::make_online_event,CALL,test/web_api/test_sse_gateway.py:602,,HIGH,make_online_event
test/web_api/test_sse_gateway.py::create_running_run,test/web_api/test_sse_gateway.py::command_headers,CALL,test/web_api/test_sse_gateway.py:65,,HIGH,command_headers
test/web_api/test_sse_gateway.py::test_sse_http_fake_executor_streams_online_events_then_terminal,test/web_api/test_sse_gateway.py::command_headers,CALL,test/web_api/test_sse_gateway.py:389,,HIGH,command_headers
test/web_persistence/conftest.py::database_url,src/persistence/migrate.py::migrate,CALL,test/web_persistence/conftest.py:18,,HIGH,migrate
test/web_persistence/conftest.py::account_id,test/web_persistence/conftest.py::account,CALL,test/web_persistence/conftest.py:55,,HIGH,account
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_agent_trace.py:14,,HIGH,CommandService
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository,CONSTRUCT,test/web_persistence/test_agent_trace.py:21,,HIGH,PostgresTraceRepository
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.create_trace_run,CALL,test/web_persistence/test_agent_trace.py:24,,MEDIUM,repository.create_trace_run
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.start_event,CALL,test/web_persistence/test_agent_trace.py:25,,MEDIUM,repository.start_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.start_event,CALL,test/web_persistence/test_agent_trace.py:26,,MEDIUM,repository.start_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.finish_event,CALL,test/web_persistence/test_agent_trace.py:27,,MEDIUM,repository.finish_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.start_event,CALL,test/web_persistence/test_agent_trace.py:28,,MEDIUM,repository.start_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.finish_event,CALL,test/web_persistence/test_agent_trace.py:29,,MEDIUM,repository.finish_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.start_event,CALL,test/web_persistence/test_agent_trace.py:30,,MEDIUM,repository.start_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.finish_event,CALL,test/web_persistence/test_agent_trace.py:31,,MEDIUM,repository.finish_event
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.get_trace_tree,CALL,test/web_persistence/test_agent_trace.py:33,,MEDIUM,repository.get_trace_tree
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/agent_execution/tracing/repository.py::PostgresTraceRepository.get_trace_tree,CALL,test/web_persistence/test_agent_trace.py:45,,MEDIUM,repository.get_trace_tree
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_agent_trace.py:16,,MEDIUM,commands.create_conversation
test/web_persistence/test_agent_trace.py::test_trace_repository_builds_owned_tree,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_agent_trace.py:19,,MEDIUM,commands.send_message
test/web_persistence/test_bootstrap_identity.py::test_idempotent_double_run,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:41,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_idempotent_double_run,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:48,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_case_e_conflict_raises_without_merging,test/web_persistence/test_bootstrap_identity.py::_binding,CALL,test/web_persistence/test_bootstrap_identity.py:63,,HIGH,_binding
test/web_persistence/test_bootstrap_identity.py::test_case_e_conflict_raises_without_merging,test/web_persistence/test_bootstrap_identity.py::_binding,CALL,test/web_persistence/test_bootstrap_identity.py:64,,HIGH,_binding
test/web_persistence/test_bootstrap_identity.py::test_both_bound_to_same_account_is_noop,test/web_persistence/test_bootstrap_identity.py::_binding,CALL,test/web_persistence/test_bootstrap_identity.py:79,,HIGH,_binding
test/web_persistence/test_bootstrap_identity.py::test_both_bound_to_same_account_is_noop,test/web_persistence/test_bootstrap_identity.py::_binding,CALL,test/web_persistence/test_bootstrap_identity.py:80,,HIGH,_binding
test/web_persistence/test_bootstrap_identity.py::test_both_bound_to_same_account_is_noop,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:81,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_qq_only_creates_web_binding_on_same_account,test/web_persistence/test_bootstrap_identity.py::_binding,CALL,test/web_persistence/test_bootstrap_identity.py:95,,HIGH,_binding
test/web_persistence/test_bootstrap_identity.py::test_qq_only_creates_web_binding_on_same_account,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:96,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_idempotent_double_run,test/web_persistence/test_bootstrap_identity.py::_counts,CALL,test/web_persistence/test_bootstrap_identity.py:57,,HIGH,_counts
test/web_persistence/test_bootstrap_identity.py::test_case_e_conflict_raises_without_merging,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:66,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_case_e_conflict_raises_without_merging,test/web_persistence/test_bootstrap_identity.py::_counts,CALL,test/web_persistence/test_bootstrap_identity.py:73,,HIGH,_counts
test/web_persistence/test_bootstrap_identity.py::test_both_bound_to_same_account_is_noop,test/web_persistence/test_bootstrap_identity.py::_counts,CALL,test/web_persistence/test_bootstrap_identity.py:89,,HIGH,_counts
test/web_persistence/test_bootstrap_identity.py::test_qq_only_creates_web_binding_on_same_account,test/web_persistence/test_bootstrap_identity.py::_counts,CALL,test/web_persistence/test_bootstrap_identity.py:104,,HIGH,_counts
test/web_persistence/test_bootstrap_identity.py::test_invalid_channel_and_empty_subjects_raise,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:109,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_invalid_channel_and_empty_subjects_raise,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:116,,HIGH,bootstrap_identity
test/web_persistence/test_bootstrap_identity.py::test_invalid_channel_and_empty_subjects_raise,src/account/bootstrap.py::bootstrap_identity,CALL,test/web_persistence/test_bootstrap_identity.py:123,,HIGH,bootstrap_identity
test/web_persistence/test_command_service.py::test_db_025_create_conversation_replay,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_command_service.py:14,,HIGH,CommandService
test/web_persistence/test_command_service.py::test_db_025_create_conversation_replay,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:16,,MEDIUM,service.create_conversation
test/web_persistence/test_command_service.py::test_db_025_create_conversation_replay,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:17,,MEDIUM,service.create_conversation
test/web_persistence/test_command_service.py::test_db_006_key_with_different_body_conflicts,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_command_service.py:23,,HIGH,CommandService
test/web_persistence/test_command_service.py::test_db_006_key_with_different_body_conflicts,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:25,,MEDIUM,service.create_conversation
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_command_service.py:31,,HIGH,CommandService
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_command_service.py:33,,MEDIUM,service.send_message
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_command_service.py:46,,HIGH,CommandService
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_command_service.py:64,,MEDIUM,service.send_message
test/web_persistence/test_command_service.py::test_db_006_key_with_different_body_conflicts,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:27,,MEDIUM,service.create_conversation
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_command_service.py:38,,MEDIUM,service.send_message
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:32,,MEDIUM,service.create_conversation
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_command_service.py:47,,MEDIUM,service.create_conversation
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:19,,HIGH,CommandService
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/storage/tenant_file_store.py::TenantFileStore,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:24,,HIGH,TenantFileStore
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/storage/tenant_file_store.py::TenantFileStore.stage,CALL,test/web_persistence/test_document_worker_persistence.py:26,,MEDIUM,store.stage
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/storage/tenant_file_store.py::TenantFileStore.publish,CALL,test/web_persistence/test_document_worker_persistence.py:27,,MEDIUM,store.publish
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_document_worker_persistence.py:38,,MEDIUM,commands.send_message
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/workspace/file_scope.py::RunFileWorkspace,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:52,,HIGH,RunFileWorkspace
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/document_activities/runtime.py::DocumentActivities,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:53,,HIGH,DocumentActivities
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/document_activities/contracts.py::NormalizeDocumentInput,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:54,,HIGH,NormalizeDocumentInput
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref.Provider,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:53,,HIGH,Provider
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/document_activities/runtime.py::DocumentActivities.normalize_document,CALL,test/web_persistence/test_document_worker_persistence.py:58,,MEDIUM,activities.normalize_document
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/document_activities/runtime.py::DocumentActivities.normalize_document,CALL,test/web_persistence/test_document_worker_persistence.py:59,,MEDIUM,activities.normalize_document
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_document_worker_persistence.py:21,,MEDIUM,commands.create_conversation
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref.Provider.parse,src/file_domain/models.py::SourceLocator,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:45,,HIGH,SourceLocator
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref.Provider.parse,src/file_domain/models.py::NormalizedDocument,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:46,,HIGH,NormalizedDocument
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref.Provider.parse,src/file_domain/models.py::NormalizedBlock,CONSTRUCT,test/web_persistence/test_document_worker_persistence.py:48,,HIGH,NormalizedBlock
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/web_domain/services.py::CommandService,CONSTRUCT,test/web_persistence/test_durable_agent_activity_worker_kill.py:84,,HIGH,CommandService
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/web_domain/services.py::CommandService.create_conversation,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:85,,MEDIUM,commands.create_conversation
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/web_domain/services.py::CommandService.send_message,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:86,,MEDIUM,commands.send_message
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore,CONSTRUCT,test/web_persistence/test_durable_agent_activity_worker_kill.py:96,,HIGH,AgentDataStore
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore.acquire_lease,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:97,,MEDIUM,store.acquire_lease
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore.create_transcript,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:101,,MEDIUM,store.create_transcript
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore.complete_operation,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:113,,MEDIUM,store.complete_operation
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_workflows/contracts.py::ToolExecutionInput,CONSTRUCT,test/web_persistence/test_durable_agent_activity_worker_kill.py:126,,HIGH,ToolExecutionInput
test/web_persistence/test_durable_agent_activity_worker_kill.py::_start_worker,test/web_persistence/test_durable_agent_activity_worker_kill.py::_wait_for,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:59,,HIGH,_wait_for
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore.begin_operation,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:100,,MEDIUM,store.begin_operation
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_activities/store.py::AgentDataStore.begin_operation,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:112,,MEDIUM,store.begin_operation
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,src/agent_workflows/contracts.py::CompactToolCall,CONSTRUCT,test/web_persistence/test_durable_agent_activity_worker_kill.py:138,,HIGH,CompactToolCall
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_start_worker,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:143,,HIGH,_start_worker
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_start_worker,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:146,,HIGH,_start_worker
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_wait_for,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:160,,HIGH,_wait_for
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_terminate,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:167,,HIGH,_terminate
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_start_worker,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:168,,HIGH,_start_worker
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_terminate,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:200,,HIGH,_terminate
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_terminate,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:201,,HIGH,_terminate
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,test/web_persistence/test_durable_agent_activity_worker_kill.py::_terminate,CALL,test/web_persistence/test_durable_agent_activity_worker_kill.py:202,,HIGH,_terminate
test/web_persistence/test_durable_agent_hardening.py::test_tool_operation_intent_and_uncertain_survive_activity_redelivery,test/web_persistence/test_phase_a_invariants.py::_conversation_and_run,CALL,test/web_persistence/test_durable_agent_hardening.py:17,,HIGH,_conversation_and_run
test/web_persistence/test_durable_agent_hardening.py::test_tool_operation_intent_and_uncertain_survive_activity_redelivery,src/agent_activities/store.py::AgentDataStore,CONSTRUCT,test/web_persistence/test_durable_agent_hardening.py:19,,HIGH,AgentDataStore
test/web_persistence/test_durable_agent_hardening.py::test_tool_operation_intent_and_uncertain_survive_activity_redelivery,src/agent_activities/store.py::AgentDataStore.begin_tool_operation,CALL,test/web_persistence/test_durable_agent_hardening.py:21,,MEDIUM,store.begin_tool_operation
test/web_persistence/test_durable_agent_hardening.py::test_tool_operation_intent_and_uncertain_survive_activity_redelivery,src/agent_activities/store.py::AgentDataStore.record_operation_intent,CALL,test/web_persistence/test_durable_agent_hardening.py:29,,MEDIUM,store.record_operation_intent
