source,target,edge_type,symbol,evidence
src/web_api/app.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.RunRetryNotSafe,src/web_api/app.py:53
src/web_api/app.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.UnsupportedFileType,src/web_api/app.py:53
src/web_api/app.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.VersionConflict,src/web_api/app.py:53
src/web_api/app.py,src/web_domain/file_services.py,FROM_IMPORT,web_domain.file_services.FileService,src/web_api/app.py:70
src/web_api/app.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandResult,src/web_api/app.py:71
src/web_api/app.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandService,src/web_api/app.py:71
src/web_api/app.py,src/web_api/auth.py,FROM_IMPORT,web_api.auth.AuthContext,src/web_api/app.py:73
src/web_api/app.py,src/web_api/auth.py,FROM_IMPORT,web_api.auth.AuthService,src/web_api/app.py:73
src/web_api/app.py,src/web_api/auth.py,FROM_IMPORT,web_api.auth.ConfiguredPasswordCredentialAdapter,src/web_api/app.py:73
src/web_api/app.py,src/web_api/auth.py,FROM_IMPORT,web_api.auth.CredentialAdapter,src/web_api/app.py:73
src/web_api/app.py,src/web_api/config.py,FROM_IMPORT,web_api.config.WebApiSettings,src/web_api/app.py:79
src/web_api/app.py,src/web_api/fake_executor.py,FROM_IMPORT,web_api.fake_executor.FakeArtifactExecutor,src/web_api/app.py:80
src/web_api/app.py,src/web_api/fake_executor.py,FROM_IMPORT,web_api.fake_executor.FakeRunExecutor,src/web_api/app.py:80
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.CreateArtifactRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.CreateArtifactVersionRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.CreateConversationRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.CreateResearchTaskRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.CreateUploadRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.EmptyRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.LoginRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.RegisterRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.RenameConversationRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.SendMessageRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/models.py,FROM_IMPORT,web_api.models.UpdateResearchScheduleRequest,src/web_api/app.py:81
src/web_api/app.py,src/web_api/queries.py,FROM_IMPORT,web_api.queries.QueryService,src/web_api/app.py:94
src/web_api/app.py,src/web_api/queries.py,FROM_IMPORT,web_api.queries.trace_tree_dto,src/web_api/app.py:94
src/web_api/app.py,src/web_api/security.py,FROM_IMPORT,web_api.security.CursorCodec,src/web_api/app.py:95
src/web_api/app.py,src/web_api/security.py,FROM_IMPORT,web_api.security.CursorError,src/web_api/app.py:95
src/web_api/app.py,src/web_api/sse.py,FROM_IMPORT,web_api.sse.SSEGateway,src/web_api/app.py:96
src/web_api/app.py,src/web_api/sse.py,FROM_IMPORT,web_api.sse.load_run_snapshot,src/web_api/app.py:96
src/web_api/app.py,src/web_api/terminal_publisher.py,FROM_IMPORT,web_api.terminal_publisher.TerminalEventPublisher,src/web_api/app.py:97
src/web_api/app.py,external:redis.asyncio,IMPORT,redis.asyncio,src/web_api/app.py:327
src/web_api/auth.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/auth.py:1
src/web_api/auth.py,external:hmac,IMPORT,hmac,src/web_api/auth.py:3
src/web_api/auth.py,external:secrets,IMPORT,secrets,src/web_api/auth.py:4
src/web_api/auth.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_api/auth.py:5
src/web_api/auth.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_api/auth.py:6
src/web_api/auth.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_api/auth.py:6
src/web_api/auth.py,external:datetime,FROM_IMPORT,datetime.timedelta,src/web_api/auth.py:6
src/web_api/auth.py,external:typing,FROM_IMPORT,typing.Protocol,src/web_api/auth.py:7
src/web_api/auth.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/auth.py:8
src/web_api/auth.py,external:argon2,FROM_IMPORT,argon2.PasswordHasher,src/web_api/auth.py:10
src/web_api/auth.py,external:argon2.exceptions,FROM_IMPORT,argon2.exceptions.InvalidHashError,src/web_api/auth.py:11
src/web_api/auth.py,external:argon2.exceptions,FROM_IMPORT,argon2.exceptions.VerifyMismatchError,src/web_api/auth.py:11
src/web_api/auth.py,external:uuid6,FROM_IMPORT,uuid6.uuid7,src/web_api/auth.py:12
src/web_api/auth.py,src/account/identity.py,FROM_IMPORT,account.identity.normalize_web_subject,src/web_api/auth.py:14
src/web_api/auth.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_api/auth.py:15
src/web_api/auth.py,src/web_api/config.py,FROM_IMPORT,web_api.config.WebApiSettings,src/web_api/auth.py:17
src/web_api/auth.py,src/web_api/security.py,FROM_IMPORT,web_api.security.csrf_digest,src/web_api/auth.py:18
src/web_api/auth.py,src/web_api/security.py,FROM_IMPORT,web_api.security.csrf_token,src/web_api/auth.py:18
src/web_api/auth.py,src/web_api/security.py,FROM_IMPORT,web_api.security.token_digest,src/web_api/auth.py:18
src/web_api/config.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/config.py:1
src/web_api/config.py,external:json,IMPORT,json,src/web_api/config.py:3
src/web_api/config.py,external:os,IMPORT,os,src/web_api/config.py:4
src/web_api/config.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_api/config.py:5
src/web_api/config.py,external:dataclasses,FROM_IMPORT,dataclasses.field,src/web_api/config.py:5
src/web_api/fake_executor.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/fake_executor.py:1
src/web_api/fake_executor.py,external:asyncio,IMPORT,asyncio,src/web_api/fake_executor.py:3
src/web_api/fake_executor.py,external:contextlib,IMPORT,contextlib,src/web_api/fake_executor.py:4
src/web_api/fake_executor.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/fake_executor.py:5
src/web_api/fake_executor.py,src/agent_execution/web_events.py,FROM_IMPORT,agent_execution.web_events.RedisWebRunEventSinkFactory,src/web_api/fake_executor.py:7
src/web_api/fake_executor.py,src/common/types.py,FROM_IMPORT,common.types.ModelResponse,src/web_api/fake_executor.py:8
src/web_api/fake_executor.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_api/fake_executor.py:9
src/web_api/fake_executor.py,src/web_artifacts/build.py,FROM_IMPORT,web_artifacts.build.ArtifactBuildService,src/web_api/fake_executor.py:10
src/web_api/fake_executor.py,src/web_artifacts/generator.py,FROM_IMPORT,web_artifacts.generator.WebArtifactGenerator,src/web_api/fake_executor.py:11
src/web_api/fake_executor.py,src/web_artifacts/outbox.py,FROM_IMPORT,web_artifacts.outbox.ArtifactOutboxService,src/web_api/fake_executor.py:12
src/web_api/fake_executor.py,src/web_domain/outbox.py,FROM_IMPORT,web_domain.outbox.OutboxService,src/web_api/fake_executor.py:13
src/web_api/fake_executor.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandService,src/web_api/fake_executor.py:14
src/web_api/fake_executor.py,src/web_api/config.py,FROM_IMPORT,web_api.config.WebApiSettings,src/web_api/fake_executor.py:16
src/web_api/models.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/models.py:1
src/web_api/models.py,external:typing,FROM_IMPORT,typing.Literal,src/web_api/models.py:3
src/web_api/models.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/models.py:4
src/web_api/models.py,external:pydantic,FROM_IMPORT,pydantic.BaseModel,src/web_api/models.py:6
src/web_api/models.py,external:pydantic,FROM_IMPORT,pydantic.ConfigDict,src/web_api/models.py:6
src/web_api/models.py,external:pydantic,FROM_IMPORT,pydantic.Field,src/web_api/models.py:6
src/web_api/queries.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/queries.py:1
src/web_api/queries.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_api/queries.py:3
src/web_api/queries.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_api/queries.py:3
src/web_api/queries.py,external:typing,FROM_IMPORT,typing.Any,src/web_api/queries.py:4
src/web_api/queries.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/queries.py:5
src/web_api/queries.py,src/agent_execution/tracing/models.py,FROM_IMPORT,agent_execution.tracing.models.TraceEventNode,src/web_api/queries.py:7
src/web_api/queries.py,src/agent_execution/tracing/models.py,FROM_IMPORT,agent_execution.tracing.models.TraceTree,src/web_api/queries.py:7
src/web_api/queries.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_api/queries.py:8
src/web_api/queries.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_api/queries.py:9
src/web_api/queries.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.VersionConflict,src/web_api/queries.py:9
src/web_api/queries.py,src/web_domain/failures.py,FROM_IMPORT,web_domain.failures.is_failure_retryable,src/web_api/queries.py:10
src/web_api/queries.py,src/web_domain/run_usage_projection.py,FROM_IMPORT,web_domain.run_usage_projection.load_run_budget_projection,src/web_api/queries.py:11
src/web_api/queries.py,src/web_api/security.py,FROM_IMPORT,web_api.security.CursorCodec,src/web_api/queries.py:13
src/web_api/queries.py,src/web_api/security.py,FROM_IMPORT,web_api.security.CursorError,src/web_api/queries.py:13
src/web_api/security.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/security.py:1
src/web_api/security.py,external:base64,IMPORT,base64,src/web_api/security.py:3
src/web_api/security.py,external:hashlib,IMPORT,hashlib,src/web_api/security.py:4
src/web_api/security.py,external:hmac,IMPORT,hmac,src/web_api/security.py:5
src/web_api/security.py,external:json,IMPORT,json,src/web_api/security.py:6
src/web_api/security.py,external:time,IMPORT,time,src/web_api/security.py:7
src/web_api/security.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_api/security.py:8
src/web_api/security.py,external:typing,FROM_IMPORT,typing.Any,src/web_api/security.py:9
src/web_api/security.py,external:typing,FROM_IMPORT,typing.cast,src/web_api/security.py:9
src/web_api/sse.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/sse.py:16
src/web_api/sse.py,external:asyncio,IMPORT,asyncio,src/web_api/sse.py:18
src/web_api/sse.py,external:contextlib,IMPORT,contextlib,src/web_api/sse.py:19
src/web_api/sse.py,external:json,IMPORT,json,src/web_api/sse.py:20
src/web_api/sse.py,external:logging,IMPORT,logging,src/web_api/sse.py:21
src/web_api/sse.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_api/sse.py:22
src/web_api/sse.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_api/sse.py:22
src/web_api/sse.py,external:typing,FROM_IMPORT,typing.Any,src/web_api/sse.py:23
src/web_api/sse.py,external:typing,FROM_IMPORT,typing.Awaitable,src/web_api/sse.py:23
src/web_api/sse.py,external:typing,FROM_IMPORT,typing.Callable,src/web_api/sse.py:23
src/web_api/sse.py,external:typing,FROM_IMPORT,typing.Protocol,src/web_api/sse.py:23
src/web_api/sse.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/sse.py:24
src/web_api/sse.py,external:uuid6,FROM_IMPORT,uuid6.uuid7,src/web_api/sse.py:26
src/web_api/sse.py,src/common/logging.py,FROM_IMPORT,common.logging.log_event,src/web_api/sse.py:28
src/web_api/sse.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_api/sse.py:29
src/web_api/sse.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_api/sse.py:30
src/web_api/sse.py,src/web_domain/run_usage_projection.py,FROM_IMPORT,web_domain.run_usage_projection.load_run_budget_projection,src/web_api/sse.py:31
src/web_api/sse.py,src/web_api/config.py,FROM_IMPORT,web_api.config.WebApiSettings,src/web_api/sse.py:33
src/web_api/sse.py,src/web_api/queries.py,FROM_IMPORT,web_api.queries.message_dto,src/web_api/sse.py:34
src/web_api/sse.py,src/web_api/queries.py,FROM_IMPORT,web_api.queries.run_dto,src/web_api/sse.py:34
src/web_api/terminal_publisher.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_api/terminal_publisher.py:16
src/web_api/terminal_publisher.py,external:asyncio,IMPORT,asyncio,src/web_api/terminal_publisher.py:18
src/web_api/terminal_publisher.py,external:contextlib,IMPORT,contextlib,src/web_api/terminal_publisher.py:19
src/web_api/terminal_publisher.py,external:json,IMPORT,json,src/web_api/terminal_publisher.py:20
src/web_api/terminal_publisher.py,external:logging,IMPORT,logging,src/web_api/terminal_publisher.py:21
src/web_api/terminal_publisher.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_api/terminal_publisher.py:22
src/web_api/terminal_publisher.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_api/terminal_publisher.py:22
src/web_api/terminal_publisher.py,external:datetime,FROM_IMPORT,datetime.timedelta,src/web_api/terminal_publisher.py:22
src/web_api/terminal_publisher.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_api/terminal_publisher.py:23
src/web_api/terminal_publisher.py,src/common/logging.py,FROM_IMPORT,common.logging.log_event,src/web_api/terminal_publisher.py:25
src/web_api/terminal_publisher.py,src/web_domain/outbox.py,FROM_IMPORT,web_domain.outbox.OutboxService,src/web_api/terminal_publisher.py:26
src/web_api/terminal_publisher.py,src/web_api/config.py,FROM_IMPORT,web_api.config.WebApiSettings,src/web_api/terminal_publisher.py:28
src/web_api/terminal_publisher.py,src/web_api/sse.py,FROM_IMPORT,web_api.sse.AsyncRedis,src/web_api/terminal_publisher.py:29
src/web_api/terminal_publisher.py,src/web_api/sse.py,FROM_IMPORT,web_api.sse.envelope,src/web_api/terminal_publisher.py:29
src/web_api/terminal_publisher.py,src/web_api/sse.py,FROM_IMPORT,web_api.sse.load_run_snapshot,src/web_api/terminal_publisher.py:29
src/web_artifacts/__init__.py,src/web_artifacts/services.py,FROM_IMPORT,web_artifacts.services.ArtifactService,src/web_artifacts/__init__.py:3
src/web_artifacts/build.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_artifacts/build.py:1
src/web_artifacts/build.py,external:logging,IMPORT,logging,src/web_artifacts/build.py:3
src/web_artifacts/build.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_artifacts/build.py:4
src/web_artifacts/build.py,src/common/logging.py,FROM_IMPORT,common.logging.log_event,src/web_artifacts/build.py:6
src/web_artifacts/build.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_artifacts/build.py:7
src/web_artifacts/build.py,src/web_artifacts/generator.py,FROM_IMPORT,web_artifacts.generator.ArtifactGenerationError,src/web_artifacts/build.py:9
src/web_artifacts/build.py,src/web_artifacts/generator.py,FROM_IMPORT,web_artifacts.generator.WebArtifactGenerator,src/web_artifacts/build.py:9
src/web_artifacts/generator.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_artifacts/generator.py:1
src/web_artifacts/generator.py,external:re,IMPORT,re,src/web_artifacts/generator.py:3
src/web_artifacts/generator.py,external:typing,FROM_IMPORT,typing.Any,src/web_artifacts/generator.py:4
src/web_artifacts/generator.py,external:typing,FROM_IMPORT,typing.Protocol,src/web_artifacts/generator.py:4
src/web_artifacts/models.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_artifacts/models.py:1
src/web_artifacts/models.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_artifacts/models.py:3
src/web_artifacts/outbox.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_artifacts/outbox.py:1
src/web_artifacts/outbox.py,external:collections.abc,FROM_IMPORT,collections.abc.Collection,src/web_artifacts/outbox.py:3
src/web_artifacts/outbox.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_artifacts/outbox.py:4
src/web_artifacts/outbox.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_artifacts/outbox.py:5
src/web_artifacts/outbox.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_artifacts/outbox.py:7
src/web_artifacts/services.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_artifacts/services.py:1
src/web_artifacts/services.py,external:hashlib,IMPORT,hashlib,src/web_artifacts/services.py:3
src/web_artifacts/services.py,external:json,IMPORT,json,src/web_artifacts/services.py:4
src/web_artifacts/services.py,external:collections.abc,FROM_IMPORT,collections.abc.Mapping,src/web_artifacts/services.py:5
src/web_artifacts/services.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_artifacts/services.py:6
src/web_artifacts/services.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_artifacts/services.py:6
src/web_artifacts/services.py,external:datetime,FROM_IMPORT,datetime.timedelta,src/web_artifacts/services.py:6
src/web_artifacts/services.py,external:typing,FROM_IMPORT,typing.Any,src/web_artifacts/services.py:7
src/web_artifacts/services.py,external:typing,FROM_IMPORT,typing.cast,src/web_artifacts/services.py:7
src/web_artifacts/services.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_artifacts/services.py:8
src/web_artifacts/services.py,external:uuid6,FROM_IMPORT,uuid6.uuid7,src/web_artifacts/services.py:10
src/web_artifacts/services.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.IdempotencyRepository,src/web_artifacts/services.py:12
src/web_artifacts/services.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_artifacts/services.py:13
src/web_artifacts/services.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.retryable_transaction,src/web_artifacts/services.py:13
src/web_artifacts/services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ConversationBusy,src/web_artifacts/services.py:14
src/web_artifacts/services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.IdempotencyConflict,src/web_artifacts/services.py:14
src/web_artifacts/services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_artifacts/services.py:14
src/web_artifacts/services.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandResult,src/web_artifacts/services.py:15
src/web_domain/failures.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/failures.py:2
src/web_domain/file_cleanup.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/file_cleanup.py:2
src/web_domain/file_cleanup.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_domain/file_cleanup.py:4
src/web_domain/file_cleanup.py,external:typing,FROM_IMPORT,typing.Any,src/web_domain/file_cleanup.py:5
src/web_domain/file_cleanup.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_domain/file_cleanup.py:6
src/web_domain/file_cleanup.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_domain/file_cleanup.py:8
src/web_domain/file_cleanup.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.retryable_transaction,src/web_domain/file_cleanup.py:8
src/web_domain/file_cleanup.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.FileStoreError,src/web_domain/file_cleanup.py:9
src/web_domain/file_cleanup.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.TenantFileStore,src/web_domain/file_cleanup.py:9
src/web_domain/file_services.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/file_services.py:2
src/web_domain/file_services.py,external:hashlib,IMPORT,hashlib,src/web_domain/file_services.py:4
src/web_domain/file_services.py,external:json,IMPORT,json,src/web_domain/file_services.py:5
src/web_domain/file_services.py,external:unicodedata,IMPORT,unicodedata,src/web_domain/file_services.py:6
src/web_domain/file_services.py,external:collections.abc,FROM_IMPORT,collections.abc.AsyncIterable,src/web_domain/file_services.py:7
src/web_domain/file_services.py,external:datetime,FROM_IMPORT,datetime.UTC,src/web_domain/file_services.py:8
src/web_domain/file_services.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_domain/file_services.py:8
src/web_domain/file_services.py,external:datetime,FROM_IMPORT,datetime.timedelta,src/web_domain/file_services.py:8
src/web_domain/file_services.py,external:typing,FROM_IMPORT,typing.Any,src/web_domain/file_services.py:9
src/web_domain/file_services.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_domain/file_services.py:10
src/web_domain/file_services.py,external:uuid6,FROM_IMPORT,uuid6.uuid7,src/web_domain/file_services.py:12
src/web_domain/file_services.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.ConversationRepository,src/web_domain/file_services.py:14
src/web_domain/file_services.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.FileRepository,src/web_domain/file_services.py:14
src/web_domain/file_services.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.IdempotencyRepository,src/web_domain/file_services.py:14
src/web_domain/file_services.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_domain/file_services.py:15
src/web_domain/file_services.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.retryable_transaction,src/web_domain/file_services.py:15
src/web_domain/file_services.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.FileEncodingUnsupported,src/web_domain/file_services.py:16
src/web_domain/file_services.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.FileHashMismatch,src/web_domain/file_services.py:19
src/web_domain/file_services.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.FileStoreError,src/web_domain/file_services.py:22
src/web_domain/file_services.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.TenantFileStore,src/web_domain/file_services.py:22
src/web_domain/file_services.py,src/storage/tenant_file_store.py,FROM_IMPORT,storage.tenant_file_store.FileTooLarge,src/web_domain/file_services.py:26
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.FileAlreadyBound,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.FileEncodingUnsupported,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.FileHashMismatch,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.FileTooLarge,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.FileUploadInvalid,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.IdempotencyConflict,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.UnsupportedFileType,src/web_domain/file_services.py:30
src/web_domain/file_services.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandResult,src/web_domain/file_services.py:40
src/web_domain/lifecycle.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/lifecycle.py:2
src/web_domain/lifecycle.py,external:logging,IMPORT,logging,src/web_domain/lifecycle.py:4
src/web_domain/lifecycle.py,external:collections.abc,FROM_IMPORT,collections.abc.Mapping,src/web_domain/lifecycle.py:5
src/web_domain/lifecycle.py,external:dataclasses,FROM_IMPORT,dataclasses.dataclass,src/web_domain/lifecycle.py:6
src/web_domain/lifecycle.py,external:typing,FROM_IMPORT,typing.Any,src/web_domain/lifecycle.py:7
src/web_domain/lifecycle.py,external:typing,FROM_IMPORT,typing.Protocol,src/web_domain/lifecycle.py:7
src/web_domain/lifecycle.py,external:typing,FROM_IMPORT,typing.cast,src/web_domain/lifecycle.py:7
src/web_domain/lifecycle.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_domain/lifecycle.py:8
src/web_domain/lifecycle.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_domain/lifecycle.py:10
src/web_domain/lifecycle.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.retryable_transaction,src/web_domain/lifecycle.py:10
src/web_domain/lifecycle.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_domain/lifecycle.py:12
src/web_domain/lifecycle.py,src/web_domain/services.py,FROM_IMPORT,web_domain.services.CommandService,src/web_domain/lifecycle.py:13
src/web_domain/outbox.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/outbox.py:1
src/web_domain/outbox.py,external:json,IMPORT,json,src/web_domain/outbox.py:3
src/web_domain/outbox.py,external:collections.abc,FROM_IMPORT,collections.abc.Collection,src/web_domain/outbox.py:4
src/web_domain/outbox.py,external:datetime,FROM_IMPORT,datetime.datetime,src/web_domain/outbox.py:5
src/web_domain/outbox.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_domain/outbox.py:6
src/web_domain/outbox.py,external:uuid6,FROM_IMPORT,uuid6.uuid7,src/web_domain/outbox.py:8
src/web_domain/outbox.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.ConversationRepository,src/web_domain/outbox.py:10
src/web_domain/outbox.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.MessageRepository,src/web_domain/outbox.py:10
src/web_domain/outbox.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.OutboxRepository,src/web_domain/outbox.py:10
src/web_domain/outbox.py,src/persistence/repositories.py,FROM_IMPORT,persistence.repositories.RunRepository,src/web_domain/outbox.py:10
src/web_domain/outbox.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_domain/outbox.py:16
src/web_domain/outbox.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.retryable_transaction,src/web_domain/outbox.py:16
src/web_domain/outbox.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.OutboxLeaseLost,src/web_domain/outbox.py:18
src/web_domain/outbox.py,src/web_domain/errors.py,FROM_IMPORT,web_domain.errors.ResourceNotFound,src/web_domain/outbox.py:18
src/web_domain/run_usage_projection.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/run_usage_projection.py:2
src/web_domain/run_usage_projection.py,external:collections.abc,FROM_IMPORT,collections.abc.Iterable,src/web_domain/run_usage_projection.py:4
src/web_domain/run_usage_projection.py,external:collections.abc,FROM_IMPORT,collections.abc.Mapping,src/web_domain/run_usage_projection.py:4
src/web_domain/run_usage_projection.py,external:typing,FROM_IMPORT,typing.Any,src/web_domain/run_usage_projection.py:5
src/web_domain/run_usage_projection.py,external:uuid,FROM_IMPORT,uuid.UUID,src/web_domain/run_usage_projection.py:6
src/web_domain/run_usage_projection.py,src/persistence/uow.py,FROM_IMPORT,persistence.uow.UnitOfWork,src/web_domain/run_usage_projection.py:8
src/web_domain/services.py,external:__future__,FROM_IMPORT,__future__.annotations,src/web_domain/services.py:2
src/web_domain/services.py,external:hashlib,IMPORT,hashlib,src/web_domain/services.py:4
src/web_domain/services.py,external:json,IMPORT,json,src/web_domain/services.py:5
src/web_domain/services.py,external:logging,IMPORT,logging,src/web_domain/services.py:6
src/web_domain/services.py,external:collections.abc,FROM_IMPORT,collections.abc.Iterator,src/web_domain/services.py:7
