path,loc,fan_in,fan_out,logical_owner,capability,runtime_roots,reachability_class,fact_flags,evidence
web/src/utils/idempotency.ts,27,4,0,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/utils/idempotency.ts:1
src/account/identity.py,25,9,1,Identity & credentials,P2,R1;R2,PROD_CONDITIONAL,,src/account/identity.py:1;src/account/identity.py:11;src/account/identity.py:18;src/account/identity.py:7
src/document_activities/contracts.py,25,5,3,Heavy document execution,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/document_activities/contracts.py:1;src/document_activities/contracts.py:10;src/document_activities/contracts.py:18
src/orchestration/__init__.py,25,0,2,Process lifecycle & Temporal,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/orchestration/__init__.py:1;src/orchestration/__init__.py:15
src/orchestration/web_reconcile_adapters.py,25,1,4,Process lifecycle & Temporal,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/orchestration/web_reconcile_adapters.py:1;src/orchestration/web_reconcile_adapters.py:10
src/research_adapters/__init__.py,25,1,3,Research external providers,P6,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/research_adapters/__init__.py:1
src/sandbox/__init__.py,25,0,3,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/__init__.py:1
src/web_api/__main__.py,25,1,7,Web HTTP / authentication / SSE,MULTIPLE,R2,PROD_DIRECT,,src/web_api/__main__.py:1;src/web_api/__main__.py:14
src/file_domain/__init__.py,24,0,2,File contracts & persistence,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/file_domain/__init__.py:1
src/orchestration/document_workflow.py,24,5,6,Heavy document durable routing,P5,R1;R3;R5,PROD_CONDITIONAL,,src/orchestration/document_workflow.py:1;src/orchestration/document_workflow.py:15
src/sandbox/tools/routing/projector.py,24,2,2,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/projector.py:1;src/sandbox/tools/routing/projector.py:6
src/file_adapters/__init__.py,23,5,8,Document format providers,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/file_adapters/__init__.py:1
src/orchestration/artifact_activities.py,23,2,5,Process lifecycle & Temporal,MULTIPLE,R1;R3;R5,PROD_CONDITIONAL,,src/orchestration/artifact_activities.py:1;src/orchestration/artifact_activities.py:13;src/orchestration/artifact_activities.py:19
src/application/memory_reflection.py,22,2,2,Application use cases,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/application/memory_reflection.py:1;src/application/memory_reflection.py:7
src/sandbox/tools/local/__init__.py,21,1,7,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/local/__init__.py:1
src/file_domain/providers.py,19,0,3,File contracts & persistence,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/file_domain/providers.py:1;src/file_domain/providers.py:10;src/file_domain/providers.py:14;src/file_domain/providers.py:18
src/workspace/__init__.py,19,0,1,Workspace isolation / run file scope,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/workspace/__init__.py:1
web/src/main.tsx,19,0,6,Web frontend,P1,R7,PROD_DIRECT,,web/src/main.tsx:1
src/memory/__init__.py,17,0,1,Long-term / group memory adapters,P2,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/memory/__init__.py:1
src/sandbox/tools/__init__.py,16,0,2,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/__init__.py:1
src/session/__init__.py,16,0,4,QQ state / workspace metadata,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/session/__init__.py:1
src/sandbox/tools/skills/__init__.py,15,0,3,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/skills/__init__.py:1
src/storage/__init__.py,15,0,3,Storage adapters,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/storage/__init__.py:1
src/resources/__init__.py,13,0,3,Model / retrieval infrastructure,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/resources/__init__.py:1
src/web_artifacts/models.py,13,3,2,Artifact versions,S1,R1;R3;R5,PROD_CONDITIONAL,,src/web_artifacts/models.py:1;src/web_artifacts/models.py:7
src/web_domain/failures.py,13,3,1,Web transactional domain,MULTIPLE,R2,PROD_CONDITIONAL,,src/web_domain/failures.py:1;src/web_domain/failures.py:12
web/src/components/ArtifactPreview.test.tsx,13,0,3,Web frontend,S1,,TEST_ONLY,,web/src/components/ArtifactPreview.test.tsx:1
src/application/metrics.py,12,1,2,Application use cases,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/application/metrics.py:1;src/application/metrics.py:7
src/agent_activities/__init__.py,11,0,2,Durable Agent data plane,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/agent_activities/__init__.py:1
src/file_runtime/__init__.py,11,12,4,File routing & publication,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/file_runtime/__init__.py:1
src/sandbox/tools/routing/__init__.py,11,1,3,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/routing/__init__.py:1
web/src/utils/tokenUsage.ts,11,1,1,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/utils/tokenUsage.ts:1
src/account/validation.py,9,4,0,Identity & credentials,P2,R1;R5,PROD_CONDITIONAL,,src/account/validation.py:1;src/account/validation.py:4
src/account/__init__.py,7,0,3,Identity & credentials,P2,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/account/__init__.py:1
src/document_activities/__init__.py,6,3,2,Heavy document execution,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/document_activities/__init__.py:1
src/web_api/__init__.py,6,0,2,Web HTTP / authentication / SSE,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/web_api/__init__.py:1
src/agent_workflows/__init__.py,5,0,0,Durable Agent control flow,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/agent_workflows/__init__.py:1
src/brain/__init__.py,5,0,1,Model decisions,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/brain/__init__.py:1
src/harness/__init__.py,5,0,1,QQ activities / prompt context,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/harness/__init__.py:1
src/research_activities/__init__.py,5,3,1,Research execution,P6,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/research_activities/__init__.py:1
src/web_artifacts/__init__.py,5,0,1,Artifact versions,S1,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/web_artifacts/__init__.py:1
src/orchestration/document_contracts.py,3,4,0,Document queue contract,P5,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/orchestration/document_contracts.py:1
src/sandbox/tools/adapters/__init__.py,3,0,1,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/adapters/__init__.py:1
src/actions/__init__.py,2,0,0,Agent tool execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/actions/__init__.py:1
src/application/__init__.py,2,0,0,Application use cases,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/application/__init__.py:1
src/__init__.py,1,0,0,Repository / operations,NONE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/__init__.py:1
src/agent_execution/__init__.py,1,0,0,Agent execution hosts & tracing,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/agent_execution/__init__.py:1
src/bootstrap/__init__.py,1,0,0,Runtime composition,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/bootstrap/__init__.py:1
src/persistence/__init__.py,1,0,0,PostgreSQL runtime,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/persistence/__init__.py:1
src/web_domain/__init__.py,1,0,0,Web transactional domain,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/web_domain/__init__.py:1
web/src/vite-env.d.ts,1,0,0,Web frontend,P1,,GENERATED_OR_DATA,,web/src/vite-env.d.ts:1
