entity,kind,resource,evidence,scope
src/web_api/queries.py::QueryService.list_conversations,SQL_READ,postgresql:conversations,src/web_api/queries.py:187,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.list_messages,SQL_READ,postgresql:messages,src/web_api/queries.py:246,DIRECT_SQL_LITERAL
src/web_api/sse.py::load_run_snapshot,SQL_READ,postgresql:runs,src/web_api/sse.py:64,DIRECT_SQL_LITERAL
src/web_api/sse.py::load_run_snapshot,SQL_READ,postgresql:messages,src/web_api/sse.py:64,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/build.py:62,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._complete,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/build.py:74,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._complete,SQL_WRITE,postgresql:artifacts,src/web_artifacts/build.py:79,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._complete,SQL_READ,postgresql:artifact_versions,src/web_artifacts/build.py:79,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._fail,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/build.py:86,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_READ,postgresql:artifact_versions,src/web_artifacts/build.py:49,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_READ,postgresql:artifacts,src/web_artifacts/build.py:49,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_READ,postgresql:messages,src/web_artifacts/build.py:49,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_READ,postgresql:artifact_versions,src/web_artifacts/build.py:49,DIRECT_SQL_LITERAL
src/web_artifacts/build.py::ArtifactBuildService._prepare,SQL_WRITE,postgresql:OF,src/web_artifacts/build.py:49,LEXICAL_EFFECT_CANDIDATE
src/web_artifacts/outbox.py::ArtifactOutboxService.fail_version,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/outbox.py:57,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.recover_expired,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:68,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.claim,SQL_READ,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:17,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.claim,SQL_WRITE,postgresql:SKIP,src/web_artifacts/outbox.py:17,LEXICAL_EFFECT_CANDIDATE
src/web_artifacts/outbox.py::ArtifactOutboxService.claim,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:17,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.claim,SQL_READ,postgresql:candidates,src/web_artifacts/outbox.py:17,LEXICAL_EFFECT_CANDIDATE
src/web_artifacts/outbox.py::ArtifactOutboxService.mark_processed,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:28,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.retry,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:38,DIRECT_SQL_LITERAL
src/web_artifacts/outbox.py::ArtifactOutboxService.dead_letter,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/outbox.py:48,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService._enqueue,SQL_WRITE,postgresql:artifact_outbox_events,src/web_artifacts/services.py:210,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_artifact,SQL_WRITE,postgresql:artifacts,src/web_artifacts/services.py:53,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_artifact,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/services.py:58,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_version,SQL_WRITE,postgresql:artifact_versions,src/web_artifacts/services.py:100,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService._detail,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:158,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService._artifact_row,SQL_READ,postgresql:artifacts,src/web_artifacts/services.py:167,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService._version_row,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:177,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_artifact,SQL_READ,postgresql:messages,src/web_artifacts/services.py:42,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_version,SQL_READ,postgresql:artifacts,src/web_artifacts/services.py:80,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_version,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:88,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.create_version,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:93,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.list_for_message,SQL_READ,postgresql:messages,src/web_artifacts/services.py:116,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.list_for_message,SQL_READ,postgresql:artifacts,src/web_artifacts/services.py:122,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.list_versions,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:143,DIRECT_SQL_LITERAL
src/web_artifacts/services.py::ArtifactService.list_for_message,SQL_READ,postgresql:artifact_versions,src/web_artifacts/services.py:128,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._complete,SQL_WRITE,postgresql:stored_files,src/web_domain/file_cleanup.py:72,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._claim,SQL_WRITE,postgresql:stored_files,src/web_domain/file_cleanup.py:62,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._claim,SQL_READ,postgresql:stored_files,src/web_domain/file_cleanup.py:50,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._claim,SQL_READ,postgresql:message_files,src/web_domain/file_cleanup.py:50,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._claim,SQL_READ,postgresql:run_files,src/web_domain/file_cleanup.py:50,DIRECT_SQL_LITERAL
src/web_domain/file_cleanup.py::FileCleanupService._claim,SQL_WRITE,postgresql:SKIP,src/web_domain/file_cleanup.py:50,LEXICAL_EFFECT_CANDIDATE
src/web_domain/file_services.py::FileService.lineage,SQL_READ,postgresql:stored_files,src/web_domain/file_services.py:202,DIRECT_SQL_LITERAL
src/web_domain/file_services.py::FileService.lineage,SQL_READ,postgresql:stored_files,src/web_domain/file_services.py:202,DIRECT_SQL_LITERAL
src/web_domain/file_services.py::FileService.lineage,SQL_READ,postgresql:lineage,src/web_domain/file_services.py:202,LEXICAL_EFFECT_CANDIDATE
src/web_domain/file_services.py::FileService.lineage,SQL_READ,postgresql:lineage,src/web_domain/file_services.py:202,LEXICAL_EFFECT_CANDIDATE
src/web_domain/file_services.py::FileService._output_is_visible,SQL_READ,postgresql:message_files,src/web_domain/file_services.py:232,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService.prepare,SQL_WRITE,postgresql:workflow_executions,src/web_domain/lifecycle.py:70,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService.prepare,SQL_WRITE,postgresql:runs,src/web_domain/lifecycle.py:77,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService.prepare,SQL_READ,postgresql:runs,src/web_domain/lifecycle.py:53,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService._authority,SQL_READ,postgresql:runs,src/web_domain/lifecycle.py:139,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService._account_for,SQL_READ,postgresql:runs,src/web_domain/lifecycle.py:147,DIRECT_SQL_LITERAL
src/web_domain/lifecycle.py::WebRunLifecycleService.prepare,SQL_READ,postgresql:workflow_executions,src/web_domain/lifecycle.py:60,DIRECT_SQL_LITERAL
src/web_domain/outbox.py::OutboxService.dead_letter,SQL_WRITE,postgresql:runs,src/web_domain/outbox.py:126,DIRECT_SQL_LITERAL
src/web_domain/run_usage_projection.py::load_run_budget_projection,SQL_READ,postgresql:run_budgets,src/web_domain/run_usage_projection.py:96,DIRECT_SQL_LITERAL
src/web_domain/run_usage_projection.py::load_run_budget_projection,SQL_READ,postgresql:run_usage_ledger,src/web_domain/run_usage_projection.py:99,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.complete_run,SQL_WRITE,postgresql:message_files,src/web_domain/services.py:384,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.complete_run,SQL_READ,postgresql:run_files,src/web_domain/services.py:384,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.complete_run,SQL_READ,postgresql:messages,src/web_domain/services.py:384,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._send_result_for_run,SQL_READ,postgresql:messages,src/web_domain/services.py:469,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._send_result_for_run,SQL_READ,postgresql:runs,src/web_domain/services.py:469,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._snapshot_for_run,SQL_READ,postgresql:runs,src/web_domain/services.py:499,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._snapshot_for_run,SQL_READ,postgresql:messages,src/web_domain/services.py:501,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._message_file_dtos,SQL_READ,postgresql:message_files,src/web_domain/services.py:561,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService._message_file_dtos,SQL_READ,postgresql:stored_files,src/web_domain/services.py:561,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.create_conversation,SQL_READ,postgresql:conversations,src/web_domain/services.py:119,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.start_run,SQL_WRITE,postgresql:runs,src/web_domain/services.py:364,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.cancel_run,SQL_WRITE,postgresql:file_action_approvals,src/web_domain/services.py:250,DIRECT_SQL_LITERAL
src/web_domain/services.py::CommandService.send_message,SQL_READ,postgresql:stored_files,src/web_domain/services.py:174,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.prepare_start,SQL_WRITE,postgresql:workflow_executions,src/web_domain/workflow_execution.py:42,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.record_started,SQL_WRITE,postgresql:workflow_executions,src/web_domain/workflow_execution.py:58,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.record_cancel_requested,SQL_WRITE,postgresql:workflow_executions,src/web_domain/workflow_execution.py:82,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.record_temporal_fact,SQL_WRITE,postgresql:workflow_executions,src/web_domain/workflow_execution.py:113,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.prepare_start,SQL_READ,postgresql:runs,src/web_domain/workflow_execution.py:20,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.prepare_start,SQL_READ,postgresql:workflow_executions,src/web_domain/workflow_execution.py:24,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.still_queued,SQL_READ,postgresql:runs,src/web_domain/workflow_execution.py:51,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.needs_cancel,SQL_READ,postgresql:runs,src/web_domain/workflow_execution.py:67,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.current_workflow_id,SQL_READ,postgresql:workflow_executions,src/web_domain/workflow_execution.py:74,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.reconcile_candidates,SQL_READ,postgresql:runs,src/web_domain/workflow_execution.py:92,DIRECT_SQL_LITERAL
src/web_domain/workflow_execution.py::PostgresWorkflowExecutionStore.reconcile_candidates,SQL_READ,postgresql:workflow_executions,src/web_domain/workflow_execution.py:92,DIRECT_SQL_LITERAL
src/workspace/file_scope.py::RunFileWorkspace.load_rows,SQL_READ,postgresql:runs,src/workspace/file_scope.py:75,DIRECT_SQL_LITERAL
src/workspace/file_scope.py::RunFileWorkspace.load_rows,SQL_READ,postgresql:run_files,src/workspace/file_scope.py:81,DIRECT_SQL_LITERAL
src/workspace/file_scope.py::RunFileWorkspace.load_rows,SQL_READ,postgresql:stored_files,src/workspace/file_scope.py:81,DIRECT_SQL_LITERAL
test/support/durable_worker_process.py::_record,SQL_WRITE,postgresql:attempts,test/support/durable_worker_process.py:123,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::_record_activity_attempt,SQL_WRITE,postgresql:activity_attempts,test/support/durable_worker_process.py:224,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::_record_idempotent_effect,SQL_WRITE,postgresql:idempotent_business_state,test/support/durable_worker_process.py:246,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::_record_idempotent_effect,SQL_WRITE,postgresql:effect_invocations,test/support/durable_worker_process.py:251,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::_CountingNonIdempotentActions.execute_request,SQL_WRITE,postgresql:side_effect_counter,test/support/durable_worker_process.py:77,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::tool_activity,SQL_WRITE,postgresql:side_effects,test/support/durable_worker_process.py:201,LEXICAL_EFFECT_CANDIDATE
test/support/durable_worker_process.py::_record_activity_attempt,SQL_READ,postgresql:activity_attempts,test/support/durable_worker_process.py:228,LEXICAL_EFFECT_CANDIDATE
test/test_durable_agent_worker_kill.py::_counts,SQL_READ,postgresql:operations,test/test_durable_agent_worker_kill.py:84,LEXICAL_EFFECT_CANDIDATE
test/test_durable_agent_worker_kill.py::_counts,SQL_READ,postgresql:attempts,test/test_durable_agent_worker_kill.py:89,LEXICAL_EFFECT_CANDIDATE
test/test_durable_agent_worker_kill.py::_counts,SQL_READ,postgresql:side_effects,test/test_durable_agent_worker_kill.py:92,LEXICAL_EFFECT_CANDIDATE
test/test_durable_agent_worker_kill.py::test_workflow_process_kill_replays_without_repeating_completed_operations,SQL_READ,postgresql:operations,test/test_durable_agent_worker_kill.py:160,LEXICAL_EFFECT_CANDIDATE
test/test_file_workspace_migration_contract.py::test_upload_contract_retains_declared_digest_separately,SQL_WRITE,postgresql:ON,test/test_file_workspace_migration_contract.py:29,LEXICAL_EFFECT_CANDIDATE
test/test_file_workspace_migration_contract.py::test_upload_contract_retains_declared_digest_separately,SQL_READ,postgresql:hpagent_api,test/test_file_workspace_migration_contract.py:29,LEXICAL_EFFECT_CANDIDATE
test/web_api/conftest.py::seed_identity.seed,SQL_WRITE,postgresql:accounts,test/web_api/conftest.py:84,DIRECT_SQL_LITERAL
test/web_api/conftest.py::seed_identity.seed,SQL_WRITE,postgresql:identity_bindings,test/web_api/conftest.py:86,DIRECT_SQL_LITERAL
test/web_api/test_identity_self_service.py::test_existing_qq_account_becomes_web_session_account,SQL_WRITE,postgresql:accounts,test/web_api/test_identity_self_service.py:115,DIRECT_SQL_LITERAL
test/web_api/test_identity_self_service.py::test_existing_qq_account_becomes_web_session_account,SQL_WRITE,postgresql:identity_bindings,test/web_api/test_identity_self_service.py:117,DIRECT_SQL_LITERAL
test/web_api/test_identity_self_service.py::test_register_duplicate_and_password_policy_are_safe,SQL_READ,postgresql:accounts,test/web_api/test_identity_self_service.py:56,DIRECT_SQL_LITERAL
test/web_api/test_identity_self_service.py::test_register_reports_success_when_session_creation_fails,SQL_READ,postgresql:accounts,test/web_api/test_identity_self_service.py:76,DIRECT_SQL_LITERAL
test/web_api/test_phase_b_api.py::test_api_006_messages_are_paginated_in_sequence,SQL_WRITE,postgresql:conversations,test/web_api/test_phase_b_api.py:220,DIRECT_SQL_LITERAL
test/web_api/test_phase_b_api.py::test_api_rejects_retry_while_run_is_running,SQL_WRITE,postgresql:runs,test/web_api/test_phase_b_api.py:264,DIRECT_SQL_LITERAL
test/web_api/test_phase_b_api.py::test_api_006_messages_are_paginated_in_sequence,SQL_WRITE,postgresql:messages,test/web_api/test_phase_b_api.py:215,DIRECT_SQL_LITERAL
test/web_api/test_phase_b_api.py::test_api_022_csrf_and_origin_fail_before_transaction,SQL_READ,postgresql:conversations,test/web_api/test_phase_b_api.py:108,DIRECT_SQL_LITERAL
test/web_api/test_research_file_composition.py::test_web_research_report_becomes_downloadable_assistant_attachment,SQL_READ,postgresql:hpagent.run_files,test/web_api/test_research_file_composition.py:140,DIRECT_SQL_LITERAL
test/web_api/test_research_file_composition.py::test_web_research_report_becomes_downloadable_assistant_attachment,SQL_READ,postgresql:hpagent.stored_files,test/web_api/test_research_file_composition.py:140,DIRECT_SQL_LITERAL
test/web_api/test_sse_gateway.py::enqueue_terminal,SQL_WRITE,postgresql:outbox_events,test/web_api/test_sse_gateway.py:139,DIRECT_SQL_LITERAL
test/web_api/test_sse_gateway.py::mark_terminal,SQL_WRITE,postgresql:messages,test/web_api/test_sse_gateway.py:103,DIRECT_SQL_LITERAL
test/web_api/test_sse_gateway.py::mark_terminal,SQL_WRITE,postgresql:messages,test/web_api/test_sse_gateway.py:109,DIRECT_SQL_LITERAL
test/web_api/test_sse_gateway.py::mark_terminal,SQL_WRITE,postgresql:runs,test/web_api/test_sse_gateway.py:115,DIRECT_SQL_LITERAL
test/web_api/test_sse_gateway.py::mark_terminal,SQL_WRITE,postgresql:runs,test/web_api/test_sse_gateway.py:122,DIRECT_SQL_LITERAL
test/web_persistence/conftest.py::account,SQL_WRITE,postgresql:accounts,test/web_persistence/conftest.py:49,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::_binding,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_bootstrap_identity.py:22,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::test_case_e_conflict_raises_without_merging,SQL_WRITE,postgresql:accounts,test/web_persistence/test_bootstrap_identity.py:62,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::test_both_bound_to_same_account_is_noop,SQL_WRITE,postgresql:accounts,test/web_persistence/test_bootstrap_identity.py:78,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::test_qq_only_creates_web_binding_on_same_account,SQL_WRITE,postgresql:accounts,test/web_persistence/test_bootstrap_identity.py:94,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::_counts,SQL_READ,postgresql:accounts,test/web_persistence/test_bootstrap_identity.py:30,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::_counts,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_bootstrap_identity.py:32,DIRECT_SQL_LITERAL
test/web_persistence/test_bootstrap_identity.py::_counts,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_bootstrap_identity.py:35,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_command_service.py:50,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,SQL_READ,postgresql:message_files,test/web_persistence/test_command_service.py:75,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,SQL_READ,postgresql:run_files,test/web_persistence/test_command_service.py:79,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_db_025_create_conversation_replay,SQL_READ,postgresql:conversations,test/web_persistence/test_command_service.py:19,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,SQL_READ,postgresql:runs,test/web_persistence/test_command_service.py:35,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,SQL_READ,postgresql:messages,test/web_persistence/test_command_service.py:39,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_db_003_send_is_atomic_and_busy,SQL_READ,postgresql:outbox_events,test/web_persistence/test_command_service.py:40,DIRECT_SQL_LITERAL
test/web_persistence/test_command_service.py::test_send_message_atomically_binds_ready_input_file_to_message_and_run,SQL_READ,postgresql:stored_files,test/web_persistence/test_command_service.py:83,DIRECT_SQL_LITERAL
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_document_worker_persistence.py:29,DIRECT_SQL_LITERAL
test/web_persistence/test_document_worker_persistence.py::test_document_activity_persists_once_and_replays_compact_ref,SQL_READ,postgresql:normalized_documents,test/web_persistence/test_document_worker_persistence.py:67,DIRECT_SQL_LITERAL
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,SQL_READ,postgresql:agent_operations,test/web_persistence/test_durable_agent_activity_worker_kill.py:162,DIRECT_SQL_LITERAL
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,SQL_READ,postgresql:agent_operations,test/web_persistence/test_durable_agent_activity_worker_kill.py:183,DIRECT_SQL_LITERAL
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,SQL_READ,postgresql:side_effect_counter,test/web_persistence/test_durable_agent_activity_worker_kill.py:195,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,SQL_WRITE,postgresql:hpagent.outbox_events,test/web_persistence/test_f4_2_approval_temporal.py:91,DIRECT_SQL_LITERAL
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,SQL_READ,postgresql:hpagent.outbox_events,test/web_persistence/test_f4_2_approval_temporal.py:125,DIRECT_SQL_LITERAL
test/web_persistence/test_file_action_approvals.py::test_approval_rejects_cross_tenant_access_and_second_decision,SQL_WRITE,postgresql:accounts,test/web_persistence/test_file_action_approvals.py:94,DIRECT_SQL_LITERAL
test/web_persistence/test_file_action_approvals.py::test_approval_is_owned_idempotent_and_single_use,SQL_READ,postgresql:hpagent.outbox_events,test/web_persistence/test_file_action_approvals.py:56,DIRECT_SQL_LITERAL
test/web_persistence/test_file_action_approvals.py::test_authoritative_expiry_and_cancel_are_terminal_and_compact,SQL_READ,postgresql:hpagent.outbox_events,test/web_persistence/test_file_action_approvals.py:129,DIRECT_SQL_LITERAL
test/web_persistence/test_file_action_approvals.py::test_run_cancel_atomically_cancels_pending_approval_and_enqueues_wake,SQL_READ,postgresql:hpagent.file_action_approvals,test/web_persistence/test_file_action_approvals.py:148,DIRECT_SQL_LITERAL
test/web_persistence/test_file_action_approvals.py::test_run_cancel_atomically_cancels_pending_approval_and_enqueues_wake,SQL_READ,postgresql:hpagent.outbox_events,test/web_persistence/test_file_action_approvals.py:152,DIRECT_SQL_LITERAL
test/web_persistence/test_file_cleanup.py::test_expired_crashed_upload_removes_staging_and_canonical_orphan,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_cleanup.py:37,DIRECT_SQL_LITERAL
test/web_persistence/test_file_cleanup.py::test_bound_ready_file_is_never_claimed_by_ttl_cleanup,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_cleanup.py:80,DIRECT_SQL_LITERAL
test/web_persistence/test_file_cleanup.py::test_expired_crashed_upload_removes_staging_and_canonical_orphan,SQL_READ,postgresql:stored_files,test/web_persistence/test_file_cleanup.py:52,DIRECT_SQL_LITERAL
test/web_persistence/test_file_cleanup.py::test_bound_ready_file_is_never_claimed_by_ttl_cleanup,SQL_READ,postgresql:stored_files,test/web_persistence/test_file_cleanup.py:94,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_versions_branch_lineage_and_api_returns_root_first,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_lineage.py:31,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_docx_to_pdf_tool_records_source_lineage,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_lineage.py:119,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_ignores_caller_supplied_child_version,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_lineage.py:78,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_ignores_caller_supplied_child_version,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_lineage.py:95,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_ignores_caller_supplied_child_version,SQL_WRITE,postgresql:stored_files,test/web_persistence/test_file_lineage.py:85,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_versions_branch_lineage_and_api_returns_root_first,SQL_READ,postgresql:message_files,test/web_persistence/test_file_lineage.py:59,DIRECT_SQL_LITERAL
test/web_persistence/test_file_lineage.py::test_database_versions_branch_lineage_and_api_returns_root_first,SQL_READ,postgresql:messages,test/web_persistence/test_file_lineage.py:59,DIRECT_SQL_LITERAL
test/web_persistence/test_file_output_persistence.py::test_output_publish_is_idempotent_and_binds_on_completion,SQL_READ,postgresql:message_files,test/web_persistence/test_file_output_persistence.py:51,DIRECT_SQL_LITERAL
test/web_persistence/test_file_output_persistence.py::test_output_publish_is_idempotent_and_binds_on_completion,SQL_READ,postgresql:messages,test/web_persistence/test_file_output_persistence.py:51,DIRECT_SQL_LITERAL
test/web_persistence/test_file_output_persistence.py::test_write_retry_after_publish_before_ack_returns_same_output,SQL_READ,postgresql:run_files,test/web_persistence/test_file_output_persistence.py:123,DIRECT_SQL_LITERAL
test/web_persistence/test_file_output_persistence.py::test_write_retry_after_publish_before_ack_returns_same_output,SQL_READ,postgresql:stored_files,test/web_persistence/test_file_output_persistence.py:123,DIRECT_SQL_LITERAL
test/web_persistence/test_file_output_persistence.py::test_output_publish_is_idempotent_and_binds_on_completion,SQL_READ,postgresql:run_files,test/web_persistence/test_file_output_persistence.py:42,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::_qq_account,SQL_WRITE,postgresql:accounts,test/web_persistence/test_identity_self_service.py:31,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::_qq_account,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:33,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:55,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_database_credential_is_authoritative_over_legacy_fallback,SQL_WRITE,postgresql:accounts,test/web_persistence/test_identity_self_service.py:72,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_database_credential_is_authoritative_over_legacy_fallback,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:74,DIRECT_SQL_LITERAL
